ID:f-0000000001, Claim Date: Fri Nov 10 17:28:47 ICT 2023, Insured Person: Le Van Linh(c-0000007), Card Number: 419018775, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Witness Statements, Witness Statements], Claim amount: 664, Status: NEW, Receiver Banking Info: MB Bank-LeVanLinh-245909204036
ID:f-0000000085, Claim Date: Sat Feb 04 17:28:47 ICT 2023, Insured Person: Le Phuong Dat(c-0000033), Card Number: 482670619, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Proof of Loss, Proof of Loss], Claim amount: 464, Status: NEW, Receiver Banking Info: MB Bank-LePhuongDat-949799641915
ID:f-0000000086, Claim Date: Thu Jun 22 17:28:47 ICT 2023, Insured Person: Le Phuong Dat(c-0000033), Card Number: 482670619, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Police Report], Claim amount: 340, Status: NEW, Receiver Banking Info: VP Bank-LePhuongDat-888677020435
ID:f-0000000087, Claim Date: Thu May 11 17:28:47 ICT 2023, Insured Person: Dao Van Hai(c-0000034), Card Number: 482670619, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Doctor's Prescription, Insurance Card], Claim amount: 800, Status: NEW, Receiver Banking Info: Techcombank-DaoVanHai-428771513422
ID:f-0000000088, Claim Date: Mon Oct 30 17:28:47 ICT 2023, Insured Person: Dao Van Hai(c-0000034), Card Number: 482670619, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Witness Statements, Insurance Card], Claim amount: 995, Status: NEW, Receiver Banking Info: SHB-DaoVanHai-260827605645
ID:f-0000000089, Claim Date: Wed Jan 11 17:28:47 ICT 2023, Insured Person: Pham Ngoc Nghia(c-0000035), Card Number: 482670619, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Medical Records, Medical Records], Claim amount: 773, Status: NEW, Receiver Banking Info: VP Bank-PhamNgocNghia-644496331943
ID:f-0000000090, Claim Date: Fri Dec 15 17:28:47 ICT 2023, Insured Person: Pham Ngoc Nghia(c-0000035), Card Number: 482670619, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Witness Statements, Police Report], Claim amount: 440, Status: NEW, Receiver Banking Info: MB Bank-PhamNgocNghia-479974854893
ID:f-0000000091, Claim Date: Mon Oct 02 17:28:47 ICT 2023, Insured Person: Le Van Mai(c-0000036), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Doctor's Prescription], Claim amount: 150, Status: NEW, Receiver Banking Info: SHB-LeVanMai-299719852953
ID:f-0000000092, Claim Date: Thu Apr 13 17:28:47 ICT 2023, Insured Person: Le Van Mai(c-0000036), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Witness Statements], Claim amount: 651, Status: NEW, Receiver Banking Info: MB Bank-LeVanMai-171285061473
ID:f-0000000093, Claim Date: Thu May 04 17:28:47 ICT 2023, Insured Person: Tran Mai Mai(c-0000037), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Doctor's Prescription, Witness Statements], Claim amount: 94, Status: NEW, Receiver Banking Info: MB Bank-TranMaiMai-394127123494
ID:f-0000000094, Claim Date: Mon Jun 12 17:28:47 ICT 2023, Insured Person: Tran Mai Mai(c-0000037), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Proof of Loss], Claim amount: 780, Status: NEW, Receiver Banking Info: BIDV-TranMaiMai-258430548053
ID:f-0000000095, Claim Date: Wed Oct 04 17:28:47 ICT 2023, Insured Person: Le Phuong Anh(c-0000038), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Witness Statements, Doctor's Prescription], Claim amount: 890, Status: NEW, Receiver Banking Info: Vietcombank-LePhuongAnh-868153390156
ID:f-0000000096, Claim Date: Sat Sep 23 17:28:47 ICT 2023, Insured Person: Le Phuong Anh(c-0000038), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Medical Records], Claim amount: 865, Status: NEW, Receiver Banking Info: MB Bank-LePhuongAnh-705962321502
ID:f-0000000097, Claim Date: Tue Feb 14 17:28:47 ICT 2023, Insured Person: Nguyen Thi Dat(c-0000039), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Medical Records, Witness Statements], Claim amount: 533, Status: NEW, Receiver Banking Info: Techcombank-NguyenThiDat-404048465632
ID:f-0000000098, Claim Date: Fri May 26 17:28:47 ICT 2023, Insured Person: Nguyen Thi Dat(c-0000039), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Proof of Loss], Claim amount: 301, Status: NEW, Receiver Banking Info: VP Bank-NguyenThiDat-533619662920
ID:f-0000000099, Claim Date: Sat Apr 15 17:28:47 ICT 2023, Insured Person: Nguyen Mai Mai(c-0000040), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Witness Statements, Insurance Card], Claim amount: 871, Status: NEW, Receiver Banking Info: BIDV-NguyenMaiMai-911274659676
ID:f-0000000100, Claim Date: Sun Mar 26 17:28:47 ICT 2023, Insured Person: Nguyen Mai Mai(c-0000040), Card Number: 7830095, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Insurance Card, Insurance Card], Claim amount: 245, Status: NEW, Receiver Banking Info: VP Bank-NguyenMaiMai-267396073318
ID:f-0000000101, Claim Date: Thu Oct 05 17:28:47 ICT 2023, Insured Person: Dao Duc Dat(c-0000041), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Doctor's Prescription, Witness Statements], Claim amount: 908, Status: NEW, Receiver Banking Info: SHB-DaoDucDat-711895812758
ID:f-0000000102, Claim Date: Mon Apr 10 17:28:47 ICT 2023, Insured Person: Dao Duc Dat(c-0000041), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Doctor's Prescription, Witness Statements], Claim amount: 245, Status: NEW, Receiver Banking Info: Vietcombank-DaoDucDat-098806821417
ID:f-0000000103, Claim Date: Wed Nov 01 17:28:47 ICT 2023, Insured Person: Pham Thi Dat(c-0000042), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Doctor's Prescription, Medical Records], Claim amount: 845, Status: NEW, Receiver Banking Info: VP Bank-PhamThiDat-348167284163
ID:f-0000000104, Claim Date: Thu May 04 17:28:47 ICT 2023, Insured Person: Pham Thi Dat(c-0000042), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Proof of Loss, Witness Statements], Claim amount: 879, Status: NEW, Receiver Banking Info: VP Bank-PhamThiDat-830615819241
ID:f-0000000105, Claim Date: Mon Oct 09 17:28:47 ICT 2023, Insured Person: Tran Ngoc Linh(c-0000043), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Insurance Card, Witness Statements], Claim amount: 65, Status: NEW, Receiver Banking Info: VP Bank-TranNgocLinh-839827591675
ID:f-0000000106, Claim Date: Wed Apr 26 17:28:47 ICT 2023, Insured Person: Tran Ngoc Linh(c-0000043), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Police Report], Claim amount: 51, Status: NEW, Receiver Banking Info: VP Bank-TranNgocLinh-565414030199
ID:f-0000000107, Claim Date: Sun Jan 22 17:28:47 ICT 2023, Insured Person: Tran Mai Dat(c-0000044), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Witness Statements, Medical Records], Claim amount: 82, Status: NEW, Receiver Banking Info: VP Bank-TranMaiDat-824939716827
ID:f-0000000108, Claim Date: Fri Jul 21 17:28:47 ICT 2023, Insured Person: Tran Mai Dat(c-0000044), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Doctor's Prescription, Medical Records], Claim amount: 430, Status: NEW, Receiver Banking Info: SHB-TranMaiDat-719332796687
ID:f-0000000109, Claim Date: Sun Aug 13 17:28:47 ICT 2023, Insured Person: Nguyen Duc Hai(c-0000045), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Proof of Loss, Doctor's Prescription], Claim amount: 143, Status: NEW, Receiver Banking Info: Vietcombank-NguyenDucHai-314823036606
ID:f-0000000110, Claim Date: Tue Feb 14 17:28:47 ICT 2023, Insured Person: Nguyen Duc Hai(c-0000045), Card Number: 1458614324, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Witness Statements, Insurance Card], Claim amount: 628, Status: NEW, Receiver Banking Info: SHB-NguyenDucHai-001878880161
ID:f-0000000111, Claim Date: Fri Feb 17 17:28:47 ICT 2023, Insured Person: Le Phuong Duy(c-0000046), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Witness Statements], Claim amount: 786, Status: NEW, Receiver Banking Info: Techcombank-LePhuongDuy-077804650243
ID:f-0000000112, Claim Date: Wed Feb 01 17:28:47 ICT 2023, Insured Person: Le Phuong Duy(c-0000046), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Doctor's Prescription, Witness Statements], Claim amount: 486, Status: NEW, Receiver Banking Info: BIDV-LePhuongDuy-154242330639
ID:f-0000000113, Claim Date: Wed Dec 13 17:28:47 ICT 2023, Insured Person: Nguyen Van Dat(c-0000047), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Medical Records, Witness Statements], Claim amount: 804, Status: NEW, Receiver Banking Info: SHB-NguyenVanDat-866948020211
ID:f-0000000114, Claim Date: Mon Mar 06 17:28:47 ICT 2023, Insured Person: Nguyen Van Dat(c-0000047), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Witness Statements, Police Report], Claim amount: 815, Status: NEW, Receiver Banking Info: MB Bank-NguyenVanDat-992701606987
ID:f-0000000115, Claim Date: Fri Feb 03 17:28:47 ICT 2023, Insured Person: Le Mai Anh(c-0000048), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Proof of Loss], Claim amount: 506, Status: NEW, Receiver Banking Info: SHB-LeMaiAnh-660423529462
ID:f-0000000116, Claim Date: Fri Jul 14 17:28:47 ICT 2023, Insured Person: Le Mai Anh(c-0000048), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Insurance Card], Claim amount: 315, Status: NEW, Receiver Banking Info: SHB-LeMaiAnh-999953422249
ID:f-0000000117, Claim Date: Fri May 05 17:28:47 ICT 2023, Insured Person: Le Thi Mai(c-0000049), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Proof of Loss, Medical Records], Claim amount: 437, Status: NEW, Receiver Banking Info: MB Bank-LeThiMai-523033618156
ID:f-0000000118, Claim Date: Sun Jan 29 17:28:47 ICT 2023, Insured Person: Le Thi Mai(c-0000049), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Insurance Card, Doctor's Prescription], Claim amount: 18, Status: NEW, Receiver Banking Info: Techcombank-LeThiMai-751852317930
ID:f-0000000119, Claim Date: Wed May 03 17:28:47 ICT 2023, Insured Person: Nguyen Duc Nghia(c-0000050), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Police Report, Proof of Loss], Claim amount: 95, Status: NEW, Receiver Banking Info: MB Bank-NguyenDucNghia-475981730234
ID:f-0000000120, Claim Date: Sun Apr 23 17:28:47 ICT 2023, Insured Person: Nguyen Duc Nghia(c-0000050), Card Number: 408306068, Exam Date: Sun Apr 07 17:28:47 ICT 2024, Documents: [Doctor's Prescription, Police Report], Claim amount: 397, Status: NEW, Receiver Banking Info: VP Bank-NguyenDucNghia-459283510500
